channel	time_ps	valid_begin_time_ps	id	addr	len	last	resp	data	wstrb
AW	415000	415000	0	28008	1
AR	415000	415000	0	1072	4
AR	425000	425000	1	37376	1
AR	435000	435000	2	45176	12
AR	445000	445000	3	20440	0
AR	455000	455000	4	57456	0
W	465000	465000				0		0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007a4da6d786e6e728	000000000000000000000000000000ff
R	465000	465000	0			0	0
W	475000	475000				1		00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000068c3b9a749ceb121	000000000000000000000000000000ff
R	475000	475000	0			0	0
W	485000	485000				0
B	485000		0				0
R	485000	485000	0			0	0
W	495000	495000				0
R	495000	495000	0			0	0
W	505000	505000				0
R	505000	505000	0			1	0
W	515000	515000				0
AR	515000	515000	5	47344	1
AW	525000	525000	1	5320	6
W	525000	525000				0
AW	535000	535000	2	23440	0
W	535000	535000				0
AW	545000	545000	3	37992	12
W	545000	545000				1
AW	555000	555000	4	32560	2
W	555000	555000				1
AR	575000	575000	6	8744	0
W	585000	585000				0
R	605000	605000	1			0	0
AR	655000	655000	7	14256	11
W	665000	665000				0
AR	665000	665000	0	41592	6
W	685000	685000				0
AR	685000	685000	1	58600	0
AR	695000	695000	2	25376	6
AR	735000	735000	3	17992	5
AR	745000	745000	4	32328	14
W	755000	755000				0
AR	755000	755000	5	11328	7
W	765000	765000				0
AR	765000	765000	6	57632	0
W	785000	785000				0
B	785000		1				0
R	785000	785000	1			1	0
R	795000	795000	2			0	0
W	845000	845000				0
AR	845000	845000	7	43624	6
AR	855000	855000	0	37856	10
AR	865000	865000	1	65000	5
R	875000	875000	2			0	0
AR	895000	895000	2	42848	3
AR	905000	905000	3	3536	4
W	915000	915000				0
W	935000	935000				0
B	935000		2				0
AR	955000	955000	4	23568	0
R	955000	955000	2			0	0
AR	975000	975000	5	2296	1
W	1005000	1005000				0
AR	1035000	1035000	6	58416	3
R	1035000	1035000	2			0	0
AR	1045000	1045000	7	49120	0
W	1055000	1055000				0
AR	1055000	1055000	0	64816	8
AR	1065000	1065000	1	38160	0
AR	1075000	1075000	2	23024	0
AR	1105000	1105000	3	39104	0
AR	1115000	1115000	4	2152	0
R	1115000	1115000	2			0	0
W	1125000	1125000				0
AR	1125000	1125000	5	9408	8
AR	1135000	1135000	6	5552	0
AR	1165000	1165000	7	32288	0
W	1175000	1175000				1
AR	1175000	1175000	0	49032	6
W	1185000	1185000				0
B	1185000		3				0
AR	1185000	1185000	1	48872	4
W	1195000	1195000				0
AR	1195000	1195000	2	48464	4
R	1195000	1195000	2			0	0
W	1205000	1205000				1
AR	1205000	1205000	3	42824	14
W	1215000	1215000				0
AR	1215000	1215000	4	34000	9
W	1225000	1225000				0
AR	1225000	1225000	5	42760	3
W	1235000	1235000				0
W	1245000	1245000				0
AW	1255000	1255000	5	48200	11
W	1255000	1255000				0
AW	1265000	1265000	6	32568	12
W	1265000	1265000				0
